Timestamp,Luminosite (%),Distance (cm),Temperature,Humidite (%)
2024-04-08 15:23:28,79.0,129.0,15.9,21.0
2024-04-08 15:23:34,79.0,129.0,15.9,21.0
2024-04-08 15:23:39,78.0,129.0,15.9,21.0
2024-04-08 15:23:45,78.0,129.0,15.8,21.0
2024-04-08 15:23:50,78.0,129.0,15.8,21.0
2024-04-08 15:23:55,78.0,129.0,15.8,21.0
2024-04-08 15:24:01,77.0,129.0,15.8,21.0
2024-04-08 15:24:06,77.0,129.0,15.8,21.0
2024-04-08 15:24:12,77.0,129.0,15.8,21.0
2024-04-08 15:24:17,76.0,129.0,15.8,21.0
2024-04-08 15:24:23,76.0,129.0,15.8,21.0
2024-04-08 15:24:28,76.0,129.0,15.8,21.0
2024-04-08 15:24:33,75.0,129.0,15.8,21.0
2024-04-08 15:24:39,75.0,129.0,15.8,21.0
2024-04-08 15:24:44,75.0,129.0,15.8,21.0
2024-04-08 15:24:50,74.0,129.0,15.8,21.0
2024-04-08 15:24:55,74.0,129.0,15.9,21.0
2024-04-08 15:25:01,73.0,129.0,15.9,21.0
2024-04-08 15:25:06,73.0,129.0,15.9,21.0
2024-04-08 15:25:12,73.0,129.0,15.9,21.0
2024-04-08 15:25:17,72.0,129.0,15.9,21.0
2024-04-08 15:25:22,72.0,129.0,15.9,21.0
2024-04-08 15:25:28,71.0,129.0,15.8,21.0
2024-04-08 15:25:33,71.0,129.0,15.8,21.0
2024-04-08 15:25:39,70.0,129.0,15.8,21.0
2024-04-08 15:25:44,70.0,129.0,15.8,21.0
2024-04-08 15:25:50,70.0,129.0,15.8,21.0
2024-04-08 15:25:55,69.0,129.0,15.8,21.0
2024-04-08 15:26:00,68.0,135.0,15.8,21.0
2024-04-08 15:26:06,68.0,135.0,15.8,21.0
2024-04-08 15:26:11,68.0,135.0,15.7,21.0
2024-04-08 15:26:17,67.0,135.0,15.7,21.0
2024-04-08 15:26:22,67.0,135.0,15.7,21.0
2024-04-08 15:26:28,66.0,135.0,15.7,21.0
2024-04-08 15:26:33,66.0,135.0,15.7,21.0
2024-04-08 15:26:38,65.0,135.0,15.7,21.0
2024-04-08 15:26:44,65.0,135.0,15.7,21.0
2024-04-08 15:26:49,64.0,135.0,15.7,21.0
2024-04-08 15:26:55,63.0,135.0,15.6,21.0
2024-04-08 15:27:00,63.0,135.0,15.6,21.0
2024-04-08 15:27:06,62.0,135.0,15.6,21.0
2024-04-08 15:27:11,62.0,135.0,15.6,21.0
2024-04-08 15:27:17,61.0,135.0,15.6,21.0
2024-04-08 15:27:22,61.0,135.0,15.6,21.0
2024-04-08 15:27:27,60.0,135.0,15.6,21.0
2024-04-08 15:27:33,60.0,135.0,15.6,21.0
2024-04-08 15:27:38,60.0,135.0,15.6,21.0
2024-04-08 15:27:44,59.0,135.0,15.5,21.0
2024-04-08 15:27:49,59.0,135.0,15.5,21.0
2024-04-08 15:27:55,58.0,135.0,15.4,21.0
2024-04-08 15:28:00,58.0,135.0,15.4,21.0
2024-04-08 15:28:05,58.0,135.0,15.4,21.0
2024-04-08 15:28:11,57.0,135.0,15.4,22.0
2024-04-08 15:28:16,57.0,135.0,15.4,22.0
2024-04-08 15:28:22,57.0,135.0,15.4,22.0
2024-04-08 15:28:27,57.0,135.0,15.4,22.0
2024-04-08 15:28:33,57.0,135.0,15.4,22.0
2024-04-08 15:28:38,57.0,135.0,15.4,22.0
2024-04-08 15:28:44,57.0,135.0,15.4,22.0
2024-04-08 15:28:49,57.0,135.0,15.4,22.0
2024-04-08 15:28:54,57.0,135.0,15.4,22.0
2024-04-08 15:29:00,57.0,135.0,15.4,22.0
2024-04-08 15:29:05,57.0,135.0,15.5,22.0
2024-04-08 15:29:11,57.0,135.0,15.5,22.0
2024-04-08 15:29:16,57.0,135.0,15.5,22.0
2024-04-08 15:29:22,58.0,135.0,15.5,22.0
2024-04-08 15:29:27,58.0,135.0,15.5,22.0
2024-04-08 15:29:32,58.0,135.0,15.5,21.0
2024-04-08 15:29:38,59.0,135.0,15.5,21.0
2024-04-08 15:29:43,59.0,135.0,15.5,21.0
2024-04-08 15:29:49,59.0,135.0,15.5,22.0
2024-04-08 15:29:54,60.0,135.0,15.5,22.0
2024-04-08 15:30:00,60.0,135.0,15.4,22.0
2024-04-08 15:30:05,61.0,135.0,15.4,22.0
2024-04-08 15:30:11,61.0,135.0,15.4,22.0
2024-04-08 15:30:16,62.0,135.0,15.4,22.0
2024-04-08 15:30:21,62.0,135.0,15.4,22.0
2024-04-08 15:30:27,63.0,135.0,15.5,22.0
2024-04-08 15:30:32,63.0,135.0,15.5,22.0
2024-04-08 15:30:38,64.0,135.0,15.5,22.0
2024-04-08 15:30:43,64.0,135.0,15.5,21.0
2024-04-08 15:30:49,65.0,135.0,15.5,21.0
2024-04-08 15:30:54,65.0,135.0,15.5,21.0
2024-04-08 15:30:59,66.0,135.0,15.5,21.0
2024-04-08 15:31:05,66.0,135.0,15.5,21.0
2024-04-08 15:31:10,67.0,135.0,15.5,21.0
2024-04-08 15:31:16,67.0,135.0,15.5,21.0
2024-04-08 15:31:21,68.0,135.0,15.5,21.0
2024-04-08 15:31:27,68.0,135.0,15.5,21.0
2024-04-08 15:31:32,69.0,135.0,15.5,21.0
2024-04-08 15:31:38,69.0,135.0,15.5,21.0
2024-04-08 15:31:43,70.0,135.0,15.4,22.0
2024-04-08 15:31:48,70.0,135.0,15.4,22.0
2024-04-08 15:31:54,71.0,135.0,15.4,22.0
2024-04-08 15:31:59,71.0,135.0,15.4,22.0
2024-04-08 15:32:05,71.0,135.0,15.4,22.0
2024-04-08 15:32:10,72.0,135.0,15.4,22.0
2024-04-08 15:32:16,72.0,135.0,15.4,22.0
2024-04-08 15:32:21,73.0,135.0,15.4,22.0
2024-04-08 15:32:26,73.0,135.0,15.4,22.0
2024-04-08 15:32:32,73.0,135.0,15.4,22.0
2024-04-08 15:32:37,74.0,135.0,15.4,22.0
2024-04-08 15:32:43,74.0,135.0,15.4,22.0
2024-04-08 15:32:48,75.0,135.0,15.4,22.0
2024-04-08 15:32:54,75.0,135.0,15.4,22.0
2024-04-08 15:32:59,75.0,135.0,15.4,22.0
2024-04-08 15:33:05,76.0,135.0,15.4,22.0
2024-04-08 15:33:10,75.0,130.0,15.4,22.0
2024-04-08 15:33:15,76.0,130.0,15.4,22.0
2024-04-08 15:33:21,76.0,80.0,15.4,22.0
2024-04-08 15:33:26,77.0,80.0,15.4,22.0
2024-04-08 15:33:32,77.0,80.0,15.4,22.0
2024-04-08 15:33:37,77.0,80.0,15.4,22.0
2024-04-08 15:33:42,76.0,46.0,15.4,22.0
2024-04-08 15:33:48,77.0,46.0,15.4,22.0
2024-04-08 15:33:53,78.0,46.0,15.4,22.0
2024-04-08 15:33:59,78.0,46.0,15.4,22.0
2024-04-08 15:34:04,78.0,46.0,15.4,22.0
2024-04-08 15:34:10,79.0,46.0,15.4,22.0
2024-04-08 15:34:15,79.0,46.0,15.4,22.0
2024-04-08 15:34:20,79.0,46.0,15.4,22.0
2024-04-08 15:34:26,80.0,46.0,15.4,22.0
2024-04-08 15:34:31,80.0,46.0,15.4,22.0
2024-04-08 15:34:37,80.0,46.0,15.4,22.0
2024-04-08 15:34:42,80.0,46.0,15.4,22.0
2024-04-08 15:34:48,81.0,46.0,15.4,22.0
2024-04-08 15:34:53,81.0,46.0,15.4,22.0
2024-04-08 15:34:59,81.0,46.0,15.4,22.0
2024-04-08 15:35:04,81.0,46.0,15.4,22.0
2024-04-08 15:35:09,81.0,46.0,15.4,22.0
2024-04-08 15:35:15,81.0,46.0,15.4,22.0
2024-04-08 15:35:20,82.0,46.0,15.4,22.0
2024-04-08 15:35:26,82.0,46.0,15.4,22.0
2024-04-08 15:35:31,82.0,46.0,15.4,22.0
2024-04-08 15:35:37,82.0,46.0,15.4,22.0
2024-04-08 15:35:42,82.0,46.0,15.4,22.0
2024-04-08 15:35:47,83.0,46.0,15.4,22.0
2024-04-08 15:35:53,83.0,46.0,15.4,22.0
2024-04-08 15:35:58,83.0,46.0,15.3,22.0
2024-04-08 15:36:04,83.0,46.0,15.3,22.0
2024-04-08 15:36:09,83.0,46.0,15.3,22.0
2024-04-08 15:36:15,83.0,46.0,15.3,22.0
2024-04-08 15:36:20,84.0,46.0,15.3,23.0
2024-04-08 15:36:26,84.0,212.0,15.3,23.0
2024-04-08 15:36:31,84.0,212.0,15.3,23.0
2024-04-08 15:36:36,84.0,76.0,15.2,23.0
2024-04-08 15:36:42,84.0,76.0,15.2,23.0
2024-04-08 15:36:47,84.0,172.0,15.2,23.0
2024-04-08 15:36:53,84.0,172.0,15.2,23.0
2024-04-08 15:36:58,84.0,172.0,15.1,23.0
2024-04-08 15:37:04,85.0,172.0,15.1,23.0
2024-04-08 15:37:09,85.0,172.0,15.1,23.0
2024-04-08 15:37:14,85.0,172.0,15.1,23.0
2024-04-08 15:37:20,85.0,172.0,15.0,23.0
2024-04-08 15:37:25,85.0,172.0,15.0,23.0
2024-04-08 15:37:31,85.0,172.0,15.0,23.0
2024-04-08 15:37:36,85.0,176.0,15.0,23.0
2024-04-08 15:37:42,85.0,176.0,15.0,23.0
2024-04-08 15:37:47,86.0,176.0,15.0,23.0
2024-04-08 15:37:52,86.0,176.0,15.0,23.0
2024-04-08 15:37:58,86.0,176.0,15.0,23.0
2024-04-08 15:38:03,86.0,176.0,15.0,23.0
2024-04-08 15:38:09,86.0,176.0,15.0,23.0
2024-04-08 15:38:14,86.0,176.0,15.0,23.0
2024-04-08 15:38:20,86.0,176.0,15.0,23.0
2024-04-08 15:38:25,86.0,185.0,15.0,23.0
2024-04-08 15:38:30,86.0,136.0,14.9,23.0
2024-04-08 15:38:36,86.0,136.0,14.9,23.0
2024-04-08 15:38:41,86.0,136.0,14.9,23.0
2024-04-08 15:38:47,87.0,136.0,15.0,23.0
2024-04-08 15:38:52,87.0,76.0,15.0,23.0
2024-04-08 15:38:58,87.0,76.0,15.0,23.0
2024-04-08 15:39:03,87.0,76.0,15.0,23.0
2024-04-08 15:39:08,87.0,76.0,15.0,23.0
2024-04-08 15:39:14,87.0,76.0,15.0,23.0
2024-04-08 15:39:19,87.0,76.0,15.0,23.0
2024-04-08 15:39:25,87.0,76.0,15.0,23.0
2024-04-08 15:39:30,87.0,201.0,15.0,23.0
2024-04-08 15:39:36,87.0,201.0,15.0,23.0
2024-04-08 15:39:41,87.0,201.0,15.0,23.0
2024-04-08 15:39:46,87.0,100.0,15.0,23.0
2024-04-08 15:39:52,88.0,100.0,15.0,23.0
2024-04-08 15:39:57,87.0,80.0,15.0,23.0
2024-04-08 15:40:03,87.0,80.0,15.0,23.0
2024-04-08 15:40:08,88.0,80.0,15.0,23.0
2024-04-08 15:40:14,88.0,80.0,15.0,23.0
2024-04-08 15:40:19,88.0,80.0,14.9,23.0
2024-04-08 15:40:24,88.0,80.0,14.9,23.0
2024-04-08 15:40:30,88.0,80.0,14.9,23.0
2024-04-08 15:40:35,88.0,80.0,14.9,23.0
2024-04-08 15:40:41,88.0,80.0,14.9,24.0
2024-04-08 15:40:46,88.0,80.0,14.8,24.0
2024-04-08 15:40:52,88.0,80.0,14.8,24.0
2024-04-08 15:40:57,88.0,78.0,14.8,24.0
2024-04-08 15:41:02,88.0,78.0,14.8,24.0
2024-04-08 15:41:08,88.0,78.0,14.7,25.0
2024-04-08 15:41:13,88.0,78.0,14.7,24.0
2024-04-08 15:41:19,88.0,78.0,14.7,24.0
2024-04-08 15:41:24,89.0,78.0,14.6,24.0
2024-04-08 15:41:30,89.0,78.0,14.6,24.0
2024-04-08 15:41:35,89.0,78.0,14.6,24.0
2024-04-08 15:41:41,89.0,78.0,14.6,24.0
2024-04-08 15:41:46,89.0,78.0,14.6,24.0
2024-04-08 15:41:51,89.0,78.0,14.6,24.0
2024-04-08 15:41:57,89.0,78.0,14.6,24.0
2024-04-08 15:42:02,89.0,78.0,14.6,24.0
2024-04-08 15:42:08,89.0,78.0,14.6,24.0
2024-04-08 15:42:13,89.0,78.0,14.6,24.0
2024-04-08 15:42:19,89.0,78.0,14.6,24.0
2024-04-08 15:42:24,89.0,78.0,14.7,24.0
2024-04-08 15:42:29,89.0,78.0,14.7,24.0
2024-04-08 15:42:35,89.0,78.0,14.7,24.0
2024-04-08 15:42:40,89.0,59.0,14.7,24.0
2024-04-08 15:42:46,89.0,109.0,14.7,24.0
2024-04-08 15:42:51,89.0,78.0,14.7,24.0
2024-04-08 15:42:56,87.0,78.0,14.7,24.0
2024-04-08 15:43:02,88.0,78.0,14.7,24.0
2024-04-08 15:43:07,89.0,128.0,14.7,24.0
2024-04-08 15:43:13,90.0,141.0,14.7,24.0
2024-04-08 15:43:18,90.0,141.0,14.7,24.0
2024-04-08 15:43:23,90.0,141.0,14.7,24.0
2024-04-08 15:43:29,90.0,141.0,14.7,24.0
2024-04-08 15:43:34,90.0,147.0,14.7,24.0
2024-04-08 15:43:40,90.0,117.0,14.7,24.0
2024-04-08 15:43:45,90.0,117.0,14.7,24.0
2024-04-08 15:43:51,90.0,117.0,14.7,24.0
2024-04-08 15:43:56,90.0,117.0,14.7,24.0
2024-04-08 15:44:01,90.0,117.0,14.7,24.0
2024-04-08 15:44:07,90.0,117.0,14.7,24.0
2024-04-08 15:44:12,90.0,117.0,14.7,24.0
2024-04-08 15:44:18,90.0,117.0,14.7,24.0
2024-04-08 15:44:23,90.0,117.0,14.7,24.0
2024-04-08 15:44:29,90.0,117.0,14.6,24.0
2024-04-08 15:44:34,90.0,117.0,14.6,24.0
2024-04-08 15:44:40,90.0,117.0,14.6,24.0
2024-04-08 15:44:45,90.0,117.0,14.6,24.0
2024-04-08 15:44:50,90.0,117.0,14.6,24.0
2024-04-08 15:44:56,90.0,117.0,14.6,24.0
2024-04-08 15:45:01,90.0,117.0,14.6,24.0
2024-04-08 15:45:07,90.0,117.0,14.6,24.0
2024-04-08 15:45:12,90.0,117.0,14.5,25.0
2024-04-08 15:45:18,90.0,117.0,14.5,25.0
2024-04-08 15:45:23,90.0,117.0,14.5,25.0
2024-04-08 15:45:28,91.0,117.0,14.5,26.0
2024-04-08 15:45:34,91.0,117.0,14.4,26.0
2024-04-08 15:45:39,91.0,117.0,14.4,27.0
2024-04-08 15:45:45,91.0,117.0,14.4,27.0
2024-04-08 15:45:50,91.0,117.0,14.4,27.0
2024-04-08 15:45:56,91.0,117.0,14.3,27.0
2024-04-08 15:46:01,91.0,117.0,14.3,27.0
2024-04-08 15:46:07,91.0,117.0,14.3,27.0
2024-04-08 15:46:12,91.0,117.0,14.2,27.0
2024-04-08 15:46:17,91.0,117.0,14.2,27.0
2024-04-08 15:46:23,91.0,117.0,14.2,27.0
2024-04-08 15:46:28,91.0,117.0,14.2,28.0
2024-04-08 15:46:34,91.0,117.0,14.1,28.0
2024-04-08 15:46:39,91.0,117.0,14.1,28.0
2024-04-08 15:46:45,91.0,117.0,14.1,28.0
2024-04-08 15:46:50,91.0,117.0,14.0,28.0
2024-04-08 15:46:55,91.0,117.0,14.0,28.0
2024-04-08 15:47:01,91.0,116.0,14.0,27.0
2024-04-08 15:47:06,91.0,116.0,13.9,27.0
2024-04-08 15:47:12,91.0,116.0,13.9,27.0
2024-04-08 15:47:17,91.0,116.0,13.9,27.0
2024-04-08 15:47:23,91.0,116.0,13.9,27.0
2024-04-08 15:47:28,91.0,116.0,13.9,27.0
2024-04-08 15:47:33,91.0,116.0,13.9,27.0
2024-04-08 15:47:39,91.0,116.0,13.8,27.0
2024-04-08 15:47:44,91.0,116.0,13.8,27.0
2024-04-08 15:47:50,91.0,147.0,13.8,27.0
2024-04-08 15:47:55,91.0,121.0,13.8,28.0
2024-04-08 15:48:01,91.0,121.0,13.8,28.0
2024-04-08 15:48:06,91.0,121.0,13.8,28.0
2024-04-08 15:48:12,91.0,121.0,13.8,28.0
2024-04-08 15:48:17,91.0,121.0,13.9,28.0
2024-04-08 15:48:22,92.0,121.0,13.9,28.0
2024-04-08 15:48:28,92.0,121.0,13.9,28.0
2024-04-08 15:48:33,92.0,121.0,13.9,28.0
2024-04-08 15:48:39,92.0,121.0,13.9,28.0
2024-04-08 15:48:44,92.0,121.0,13.9,28.0
2024-04-08 15:48:50,92.0,121.0,14.0,28.0
2024-04-08 15:48:55,91.0,120.0,14.0,28.0
2024-04-08 15:49:00,92.0,92.0,14.1,28.0
2024-04-08 15:49:06,92.0,92.0,14.1,28.0
2024-04-08 15:49:11,92.0,92.0,14.2,28.0
2024-04-08 15:49:17,92.0,92.0,14.2,28.0
2024-04-08 15:49:22,92.0,92.0,14.2,28.0
2024-04-08 15:49:28,92.0,92.0,14.2,28.0
2024-04-08 15:49:33,92.0,92.0,14.2,28.0
2024-04-08 15:49:38,92.0,92.0,14.2,28.0
2024-04-08 15:49:44,92.0,92.0,14.2,28.0
2024-04-08 15:49:49,92.0,92.0,14.2,29.0
2024-04-08 15:49:55,92.0,92.0,14.2,29.0
2024-04-08 15:50:00,92.0,92.0,14.2,29.0
2024-04-08 15:50:06,92.0,92.0,14.1,29.0
2024-04-08 15:50:11,92.0,92.0,14.1,29.0
2024-04-08 15:50:17,92.0,92.0,14.1,29.0
2024-04-08 15:50:22,92.0,92.0,14.0,29.0
2024-04-08 15:50:27,92.0,92.0,14.0,29.0
2024-04-08 15:50:33,92.0,92.0,14.0,29.0
2024-04-08 15:50:38,92.0,92.0,14.0,28.0
2024-04-08 15:50:44,92.0,92.0,14.0,28.0
2024-04-08 15:50:49,92.0,92.0,14.0,28.0
2024-04-08 15:50:55,92.0,92.0,14.0,28.0
2024-04-08 15:51:00,92.0,92.0,14.1,28.0
2024-04-08 15:51:05,92.0,92.0,14.1,28.0
2024-04-08 15:51:11,92.0,92.0,14.1,28.0
2024-04-08 15:51:16,92.0,92.0,14.1,28.0
2024-04-08 15:51:22,92.0,92.0,14.2,28.0
2024-04-08 15:51:27,92.0,92.0,14.2,28.0
2024-04-08 15:51:33,92.0,92.0,14.3,28.0
2024-04-08 15:51:38,92.0,92.0,14.3,28.0
2024-04-08 15:51:43,92.0,92.0,14.3,28.0
2024-04-08 15:51:49,92.0,92.0,14.4,27.0
2024-04-08 15:51:54,92.0,92.0,14.4,27.0
2024-04-08 15:52:00,92.0,92.0,14.4,27.0
2024-04-08 15:52:05,92.0,92.0,14.4,27.0
2024-04-08 15:52:11,92.0,92.0,14.4,27.0
2024-04-08 15:52:16,92.0,92.0,14.4,27.0
2024-04-08 15:52:22,92.0,92.0,14.4,28.0
2024-04-08 15:52:27,92.0,92.0,14.4,28.0
2024-04-08 15:52:32,92.0,92.0,14.4,28.0
2024-04-08 15:52:38,92.0,92.0,14.3,28.0
2024-04-08 15:52:43,92.0,92.0,14.3,28.0
2024-04-08 15:52:49,92.0,92.0,14.3,28.0
2024-04-08 15:52:54,93.0,92.0,14.3,28.0
2024-04-08 15:53:00,93.0,92.0,14.2,29.0
2024-04-08 15:53:05,93.0,92.0,14.2,29.0
2024-04-08 15:53:10,93.0,92.0,14.3,29.0
2024-04-08 15:53:16,93.0,95.0,14.3,28.0
2024-04-08 15:53:21,93.0,95.0,14.4,28.0
2024-04-08 15:53:27,93.0,95.0,14.4,28.0
2024-04-08 15:53:32,93.0,95.0,14.4,28.0
2024-04-08 15:53:38,93.0,95.0,14.5,27.0
2024-04-08 15:53:43,93.0,95.0,14.5,27.0
2024-04-08 15:53:49,93.0,95.0,14.5,27.0
2024-04-08 15:53:54,93.0,95.0,14.5,27.0
2024-04-08 15:53:59,93.0,95.0,14.5,27.0
2024-04-08 15:54:05,93.0,95.0,14.5,27.0
2024-04-08 15:54:10,93.0,95.0,14.5,27.0
2024-04-08 15:54:16,93.0,95.0,14.6,27.0
2024-04-08 15:54:21,93.0,95.0,14.5,27.0
2024-04-08 15:54:27,93.0,95.0,14.5,27.0
2024-04-08 15:54:32,93.0,95.0,14.5,27.0
2024-04-08 15:54:37,93.0,95.0,14.5,27.0
2024-04-08 15:54:43,93.0,95.0,14.5,27.0
2024-04-08 15:54:48,93.0,95.0,14.5,27.0
2024-04-08 15:54:54,93.0,95.0,14.5,27.0
2024-04-08 15:54:59,93.0,95.0,14.5,27.0
2024-04-08 15:55:05,93.0,95.0,14.5,27.0
2024-04-08 15:55:10,93.0,95.0,14.5,27.0
2024-04-08 15:55:16,93.0,95.0,14.5,27.0
2024-04-08 15:55:21,93.0,95.0,14.5,27.0
2024-04-08 15:55:26,93.0,95.0,14.5,27.0
2024-04-08 15:55:32,93.0,95.0,14.5,27.0
2024-04-08 15:55:37,93.0,95.0,14.5,27.0
2024-04-08 15:55:43,93.0,95.0,14.5,27.0
2024-04-08 15:55:48,93.0,95.0,14.5,27.0
2024-04-08 15:55:54,93.0,95.0,14.5,27.0
2024-04-08 15:55:59,93.0,95.0,14.4,28.0
2024-04-08 15:56:04,93.0,95.0,14.4,28.0
2024-04-08 15:56:10,93.0,95.0,14.4,28.0
2024-04-08 15:56:15,93.0,95.0,14.4,29.0
2024-04-08 15:56:21,93.0,95.0,14.4,29.0
2024-04-08 15:56:26,93.0,61.0,14.3,30.0
2024-04-08 15:56:31,93.0,76.0,14.3,30.0
2024-04-08 15:56:37,93.0,75.0,14.3,30.0
